Date,Ticker,Close_Price,Bank
2023-08-28,CM.TO,48.45,CIBC
2023-08-28,RY.TO,111.41,Royal Bank
2023-08-28,BNS.TO,54.19,Scotiabank
2023-08-28,TD.TO,73.0,TD Bank
2023-08-29,BMO.TO,102.86,BMO
2023-08-29,CM.TO,49.12,CIBC
2023-08-29,RY.TO,111.99,Royal Bank
2023-08-29,BNS.TO,55.66,Scotiabank
2023-08-29,TD.TO,74.09,TD Bank
2023-08-30,BMO.TO,104.11,BMO
2023-08-30,CM.TO,49.17,CIBC
2023-08-30,RY.TO,112.28,Royal Bank
2023-08-30,BNS.TO,55.62,Scotiabank
2023-08-30,TD.TO,74.25,TD Bank
2023-08-31,BMO.TO,104.73,BMO
2023-08-31,CM.TO,47.59,CIBC
2023-08-31,RY.TO,111.15,Royal Bank
2023-08-31,BNS.TO,55.31,Scotiabank
2023-08-31,TD.TO,73.35,TD Bank
2023-09-01,BMO.TO,105.38,BMO
2023-09-01,CM.TO,48.14,CIBC
2023-09-01,RY.TO,112.16,Royal Bank
2023-09-01,BNS.TO,56.48,Scotiabank
2023-09-01,TD.TO,74.1,TD Bank
2023-09-05,BMO.TO,104.68,BMO
2023-09-05,CM.TO,48.11,CIBC
2023-09-05,RY.TO,111.41,Royal Bank
2023-09-05,BNS.TO,55.65,Scotiabank
2023-09-05,TD.TO,73.62,TD Bank
2023-09-06,BMO.TO,103.65,BMO
2023-09-06,CM.TO,47.8,CIBC
2023-09-06,RY.TO,110.69,Royal Bank
2023-09-06,BNS.TO,55.48,Scotiabank
2023-09-06,TD.TO,72.75,TD Bank
2023-09-07,BMO.TO,103.11,BMO
2023-09-07,CM.TO,47.56,CIBC
2023-09-07,RY.TO,109.84,Royal Bank
2023-09-07,BNS.TO,55.03,Scotiabank
2023-09-07,TD.TO,71.89,TD Bank
2023-09-08,BMO.TO,102.76,BMO
2023-09-08,CM.TO,47.28,CIBC
2023-09-08,RY.TO,109.65,Royal Bank
2023-09-08,BNS.TO,54.75,Scotiabank
2023-09-08,TD.TO,71.75,TD Bank
2023-09-11,BMO.TO,104.03,BMO
2023-09-11,CM.TO,47.87,CIBC
2023-09-11,RY.TO,109.93,Royal Bank
2023-09-11,BNS.TO,55.14,Scotiabank
2023-09-11,TD.TO,72.87,TD Bank
2023-09-12,BMO.TO,104.56,BMO
2023-09-12,CM.TO,48.09,CIBC
2023-09-12,RY.TO,110.68,Royal Bank
2023-09-12,BNS.TO,55.3,Scotiabank
2023-09-12,TD.TO,73.09,TD Bank
2023-09-13,BMO.TO,105.86,BMO
2023-09-13,CM.TO,48.5,CIBC
2023-09-13,RY.TO,111.35,Royal Bank
2023-09-13,BNS.TO,55.91,Scotiabank
2023-09-13,TD.TO,73.66,TD Bank
2023-09-14,BMO.TO,107.14,BMO
2023-09-14,CM.TO,48.9,CIBC
2023-09-14,RY.TO,112.72,Royal Bank
2023-09-14,BNS.TO,56.22,Scotiabank
2023-09-14,TD.TO,74.69,TD Bank
2023-09-15,BMO.TO,108.33,BMO
2023-09-15,CM.TO,49.38,CIBC
2023-09-15,RY.TO,113.32,Royal Bank
2023-09-15,BNS.TO,56.54,Scotiabank
2023-09-15,TD.TO,74.84,TD Bank
2023-09-18,BMO.TO,107.36,BMO
2023-09-18,CM.TO,49.08,CIBC
2023-09-18,RY.TO,112.62,Royal Bank
2023-09-18,BNS.TO,56.4,Scotiabank
2023-09-18,TD.TO,74.62,TD Bank
2023-09-19,BMO.TO,106.08,BMO
2023-09-19,CM.TO,48.88,CIBC
2023-09-19,RY.TO,111.72,Royal Bank
2023-09-19,BNS.TO,55.92,Scotiabank
2023-09-19,TD.TO,73.81,TD Bank
2023-09-20,BMO.TO,106.49,BMO
2023-09-20,CM.TO,49.02,CIBC
2023-09-20,RY.TO,112.09,Royal Bank
2023-09-20,BNS.TO,55.66,Scotiabank
2023-09-20,TD.TO,73.89,TD Bank
2023-09-21,BMO.TO,104.91,BMO
2023-09-21,CM.TO,48.4,CIBC
2023-09-21,RY.TO,110.33,Royal Bank
2023-09-21,BNS.TO,54.71,Scotiabank
2023-09-21,TD.TO,72.83,TD Bank
2023-09-22,BMO.TO,104.03,BMO
2023-09-22,CM.TO,48.03,CIBC
2023-09-22,RY.TO,109.73,Royal Bank
2023-09-22,BNS.TO,54.63,Scotiabank
2023-09-22,TD.TO,72.76,TD Bank
2023-09-25,BMO.TO,104.13,BMO
2023-09-25,CM.TO,48.03,CIBC
2023-09-25,RY.TO,109.94,Royal Bank
2023-09-25,BNS.TO,53.97,Scotiabank
2023-09-25,TD.TO,73.35,TD Bank
2023-09-26,BMO.TO,103.14,BMO
2023-09-26,CM.TO,47.81,CIBC
2023-09-26,RY.TO,108.52,Royal Bank
2023-09-26,BNS.TO,53.5,Scotiabank
2023-09-26,TD.TO,72.42,TD Bank
2023-09-27,BMO.TO,101.94,BMO
2023-09-27,CM.TO,46.99,CIBC
2023-09-27,RY.TO,107.1,Royal Bank
2023-09-27,BNS.TO,53.09,Scotiabank
2023-09-27,TD.TO,72.29,TD Bank
2023-09-28,BMO.TO,103.2,BMO
2023-09-28,CM.TO,47.65,CIBC
2023-09-28,RY.TO,108.43,Royal Bank
2023-09-28,BNS.TO,53.48,Scotiabank
2023-09-28,TD.TO,72.94,TD Bank
2023-09-29,BMO.TO,103.11,BMO
2023-09-29,CM.TO,47.37,CIBC
2023-09-29,RY.TO,108.37,Royal Bank
2023-09-29,BNS.TO,53.43,Scotiabank
2023-09-29,TD.TO,72.82,TD Bank
2023-10-02,BMO.TO,100.47,BMO
2023-10-02,CM.TO,46.49,CIBC
2023-10-02,RY.TO,105.86,Royal Bank
2023-10-02,BNS.TO,52.27,Scotiabank
2023-10-02,TD.TO,71.56,TD Bank
2023-10-03,BMO.TO,98.85,BMO
2023-10-03,CM.TO,45.5,CIBC
2023-10-03,RY.TO,103.3,Royal Bank
2023-10-03,BNS.TO,51.03,Scotiabank
2023-10-03,TD.TO,70.88,TD Bank
2023-10-04,BMO.TO,99.22,BMO
2023-10-04,CM.TO,46.02,CIBC
2023-10-04,RY.TO,104.26,Royal Bank
2023-10-04,BNS.TO,51.88,Scotiabank
2023-10-04,TD.TO,70.7,TD Bank
2023-10-05,BMO.TO,99.72,BMO
2023-10-05,CM.TO,46.22,CIBC
2023-10-05,RY.TO,105.06,Royal Bank
2023-10-05,BNS.TO,52.38,Scotiabank
2023-10-05,TD.TO,71.52,TD Bank
2023-10-06,BMO.TO,99.69,BMO
2023-10-06,CM.TO,46.16,CIBC
2023-10-06,RY.TO,104.9,Royal Bank
2023-10-06,BNS.TO,52.14,Scotiabank
2023-10-06,TD.TO,71.88,TD Bank
2023-10-10,BMO.TO,100.07,BMO
2023-10-10,CM.TO,46.68,CIBC
2023-10-10,RY.TO,105.46,Royal Bank
2023-10-10,BNS.TO,52.79,Scotiabank
2023-10-10,TD.TO,72.53,TD Bank
2023-10-11,BMO.TO,100.88,BMO
2023-10-11,CM.TO,46.88,CIBC
2023-10-11,RY.TO,106.26,Royal Bank
2023-10-11,BNS.TO,53.12,Scotiabank
2023-10-11,TD.TO,73.34,TD Bank
2023-10-12,BMO.TO,100.16,BMO
2023-10-12,CM.TO,46.55,CIBC
2023-10-12,RY.TO,105.5,Royal Bank
2023-10-12,BNS.TO,52.57,Scotiabank
2023-10-12,TD.TO,72.84,TD Bank
2023-10-13,BMO.TO,99.0,BMO
2023-10-13,CM.TO,46.09,CIBC
2023-10-13,RY.TO,104.58,Royal Bank
2023-10-13,BNS.TO,52.08,Scotiabank
2023-10-13,TD.TO,72.38,TD Bank
2023-10-16,BMO.TO,100.54,BMO
2023-10-16,CM.TO,46.84,CIBC
2023-10-16,RY.TO,106.09,Royal Bank
2023-10-16,BNS.TO,52.74,Scotiabank
2023-10-16,TD.TO,73.18,TD Bank
2023-10-17,BMO.TO,100.79,BMO
2023-10-17,CM.TO,47.1,CIBC
2023-10-17,RY.TO,105.48,Royal Bank
2023-10-17,BNS.TO,52.61,Scotiabank
2023-10-17,TD.TO,73.61,TD Bank
2023-10-18,BMO.TO,98.49,BMO
2023-10-18,CM.TO,46.01,CIBC
2023-10-18,RY.TO,103.76,Royal Bank
2023-10-18,BNS.TO,51.47,Scotiabank
2023-10-18,TD.TO,72.41,TD Bank
2023-10-19,BMO.TO,97.59,BMO
2023-10-19,CM.TO,45.46,CIBC
2023-10-19,RY.TO,103.2,Royal Bank
2023-10-19,BNS.TO,51.1,Scotiabank
2023-10-19,TD.TO,71.99,TD Bank
2023-10-20,BMO.TO,95.64,BMO
2023-10-20,CM.TO,43.94,CIBC
2023-10-20,RY.TO,101.35,Royal Bank
2023-10-20,BNS.TO,49.74,Scotiabank
2023-10-20,TD.TO,70.9,TD Bank
2023-10-23,BMO.TO,95.46,BMO
2023-10-23,CM.TO,44.05,CIBC
2023-10-23,RY.TO,101.65,Royal Bank
2023-10-23,BNS.TO,49.73,Scotiabank
2023-10-23,TD.TO,70.76,TD Bank
2023-10-24,BMO.TO,94.48,BMO
2023-10-24,CM.TO,43.56,CIBC
2023-10-24,RY.TO,100.78,Royal Bank
2023-10-24,BNS.TO,49.31,Scotiabank
2023-10-24,TD.TO,69.21,TD Bank
2023-10-25,BMO.TO,94.29,BMO
2023-10-25,CM.TO,43.54,CIBC
2023-10-25,RY.TO,100.85,Royal Bank
2023-10-25,BNS.TO,49.12,Scotiabank
2023-10-25,TD.TO,69.29,TD Bank
2023-10-26,BMO.TO,95.45,BMO
2023-10-26,CM.TO,43.76,CIBC
2023-10-26,RY.TO,101.87,Royal Bank
2023-10-26,BNS.TO,49.25,Scotiabank
2023-10-26,TD.TO,69.73,TD Bank
2023-10-27,BMO.TO,93.94,BMO
2023-10-27,CM.TO,43.5,CIBC
2023-10-27,RY.TO,100.26,Royal Bank
2023-10-27,BNS.TO,48.63,Scotiabank
2023-10-27,TD.TO,68.61,TD Bank
2023-10-30,BMO.TO,95.39,BMO
2023-10-30,CM.TO,44.07,CIBC
2023-10-30,RY.TO,101.79,Royal Bank
2023-10-30,BNS.TO,49.3,Scotiabank
2023-10-30,TD.TO,69.53,TD Bank
2023-10-31,BMO.TO,95.63,BMO
2023-10-31,CM.TO,44.19,CIBC
2023-10-31,RY.TO,102.38,Royal Bank
2023-10-31,BNS.TO,49.28,Scotiabank
2023-10-31,TD.TO,69.78,TD Bank
2023-11-01,BMO.TO,95.65,BMO
2023-11-01,CM.TO,44.47,CIBC
2023-11-01,RY.TO,102.85,Royal Bank
2023-11-01,BNS.TO,49.58,Scotiabank
2023-11-01,TD.TO,69.8,TD Bank
2023-11-02,BMO.TO,98.51,BMO
2023-11-02,CM.TO,46.37,CIBC
2023-11-02,RY.TO,106.1,Royal Bank
2023-11-02,BNS.TO,51.67,Scotiabank
2023-11-02,TD.TO,71.89,TD Bank
2023-11-03,BMO.TO,99.92,BMO
2023-11-03,CM.TO,46.82,CIBC
2023-11-03,RY.TO,107.27,Royal Bank
2023-11-03,BNS.TO,51.93,Scotiabank
2023-11-03,TD.TO,72.95,TD Bank
2023-11-06,BMO.TO,99.11,BMO
2023-11-06,CM.TO,46.91,CIBC
2023-11-06,RY.TO,107.42,Royal Bank
2023-11-06,BNS.TO,51.99,Scotiabank
2023-11-06,TD.TO,73.28,TD Bank
2023-11-07,BMO.TO,98.23,BMO
2023-11-07,CM.TO,46.71,CIBC
2023-11-07,RY.TO,107.02,Royal Bank
2023-11-07,BNS.TO,51.89,Scotiabank
2023-11-07,TD.TO,72.91,TD Bank
2023-11-08,BMO.TO,97.45,BMO
2023-11-08,CM.TO,46.68,CIBC
2023-11-08,RY.TO,107.22,Royal Bank
2023-11-08,BNS.TO,51.45,Scotiabank
2023-11-08,TD.TO,72.97,TD Bank
2023-11-09,BMO.TO,97.61,BMO
2023-11-09,CM.TO,46.82,CIBC
2023-11-09,RY.TO,107.44,Royal Bank
2023-11-09,BNS.TO,51.76,Scotiabank
2023-11-09,TD.TO,73.36,TD Bank
2023-11-10,BMO.TO,97.94,BMO
2023-11-10,CM.TO,46.96,CIBC
2023-11-10,RY.TO,107.94,Royal Bank
2023-11-10,BNS.TO,51.73,Scotiabank
2023-11-10,TD.TO,73.83,TD Bank
2023-11-13,BMO.TO,98.32,BMO
2023-11-13,CM.TO,47.12,CIBC
2023-11-13,RY.TO,108.03,Royal Bank
2023-11-13,BNS.TO,51.91,Scotiabank
2023-11-13,TD.TO,74.4,TD Bank
2023-11-14,BMO.TO,100.57,BMO
2023-11-14,CM.TO,48.14,CIBC
2023-11-14,RY.TO,110.12,Royal Bank
2023-11-14,BNS.TO,52.86,Scotiabank
2023-11-14,TD.TO,75.31,TD Bank
2023-11-15,BMO.TO,101.41,BMO
2023-11-15,CM.TO,48.35,CIBC
2023-11-15,RY.TO,110.82,Royal Bank
2023-11-15,BNS.TO,53.1,Scotiabank
2023-11-15,TD.TO,75.53,TD Bank
2023-11-16,BMO.TO,101.34,BMO
2023-11-16,CM.TO,48.42,CIBC
2023-11-16,RY.TO,110.7,Royal Bank
2023-11-16,BNS.TO,53.16,Scotiabank
2023-11-16,TD.TO,75.49,TD Bank
2023-11-17,BMO.TO,102.24,BMO
2023-11-17,CM.TO,48.99,CIBC
2023-11-17,RY.TO,111.37,Royal Bank
2023-11-17,BNS.TO,53.61,Scotiabank
2023-11-17,TD.TO,76.37,TD Bank
2023-11-20,BMO.TO,101.92,BMO
2023-11-20,CM.TO,49.06,CIBC
2023-11-20,RY.TO,111.41,Royal Bank
2023-11-20,BNS.TO,53.53,Scotiabank
2023-11-20,TD.TO,76.66,TD Bank
2023-11-21,BMO.TO,101.0,BMO
2023-11-21,CM.TO,48.24,CIBC
2023-11-21,RY.TO,110.71,Royal Bank
2023-11-21,BNS.TO,53.02,Scotiabank
2023-11-21,TD.TO,75.87,TD Bank
2023-11-22,BMO.TO,100.78,BMO
2023-11-22,CM.TO,48.49,CIBC
2023-11-22,RY.TO,109.97,Royal Bank
2023-11-22,BNS.TO,52.81,Scotiabank
2023-11-22,TD.TO,75.09,TD Bank
2023-11-23,BMO.TO,100.58,BMO
2023-11-23,CM.TO,48.47,CIBC
2023-11-23,RY.TO,109.68,Royal Bank
2023-11-23,BNS.TO,52.81,Scotiabank
2023-11-23,TD.TO,74.9,TD Bank
2023-11-24,BMO.TO,100.69,BMO
2023-11-24,CM.TO,48.51,CIBC
2023-11-24,RY.TO,109.96,Royal Bank
2023-11-24,BNS.TO,52.77,Scotiabank
2023-11-24,TD.TO,75.08,TD Bank
2023-11-27,BMO.TO,100.16,BMO
2023-11-27,CM.TO,47.77,CIBC
2023-11-27,RY.TO,109.19,Royal Bank
2023-11-27,BNS.TO,52.88,Scotiabank
2023-11-27,TD.TO,74.83,TD Bank
2023-11-28,BMO.TO,98.99,BMO
2023-11-28,CM.TO,47.33,CIBC
2023-11-28,RY.TO,108.44,Royal Bank
2023-11-28,BNS.TO,50.52,Scotiabank
2023-11-28,TD.TO,74.42,TD Bank
2023-11-29,BMO.TO,100.48,BMO
2023-11-29,CM.TO,48.21,CIBC
2023-11-29,RY.TO,109.82,Royal Bank
2023-11-29,BNS.TO,52.4,Scotiabank
2023-11-29,TD.TO,75.04,TD Bank
2023-11-30,BMO.TO,101.64,BMO
2023-11-30,CM.TO,50.68,CIBC
2023-11-30,RY.TO,113.34,Royal Bank
2023-11-30,BNS.TO,53.27,Scotiabank
2023-11-30,TD.TO,74.53,TD Bank
2023-12-01,BMO.TO,103.72,BMO
2023-12-01,CM.TO,51.09,CIBC
2023-12-01,RY.TO,113.64,Royal Bank
2023-12-01,BNS.TO,53.53,Scotiabank
2023-12-01,TD.TO,73.79,TD Bank
2023-12-04,BMO.TO,104.24,BMO
2023-12-04,CM.TO,51.44,CIBC
2023-12-04,RY.TO,113.92,Royal Bank
2023-12-04,BNS.TO,53.31,Scotiabank
2023-12-04,TD.TO,74.09,TD Bank
2023-12-05,BMO.TO,105.64,BMO
2023-12-05,CM.TO,51.94,CIBC
2023-12-05,RY.TO,114.62,Royal Bank
2023-12-05,BNS.TO,52.88,Scotiabank
2023-12-05,TD.TO,73.88,TD Bank
2023-12-06,BMO.TO,106.51,BMO
2023-12-06,CM.TO,52.13,CIBC
2023-12-06,RY.TO,114.46,Royal Bank
2023-12-06,BNS.TO,52.4,Scotiabank
2023-12-06,TD.TO,74.1,TD Bank
2023-12-07,BMO.TO,106.77,BMO
2023-12-07,CM.TO,52.36,CIBC
2023-12-07,RY.TO,114.86,Royal Bank
2023-12-07,BNS.TO,52.78,Scotiabank
2023-12-07,TD.TO,72.68,TD Bank
2023-12-08,BMO.TO,108.14,BMO
2023-12-08,CM.TO,52.81,CIBC
2023-12-08,RY.TO,115.76,Royal Bank
2023-12-08,BNS.TO,53.45,Scotiabank
2023-12-08,TD.TO,72.97,TD Bank
2023-12-11,BMO.TO,108.83,BMO
2023-12-11,CM.TO,52.63,CIBC
2023-12-11,RY.TO,115.97,Royal Bank
2023-12-11,BNS.TO,53.48,Scotiabank
2023-12-11,TD.TO,73.67,TD Bank
2023-12-12,BMO.TO,108.72,BMO
2023-12-12,CM.TO,52.94,CIBC
2023-12-12,RY.TO,116.03,Royal Bank
2023-12-12,BNS.TO,53.48,Scotiabank
2023-12-12,TD.TO,73.02,TD Bank
2023-12-13,BMO.TO,111.33,BMO
2023-12-13,CM.TO,54.24,CIBC
2023-12-13,RY.TO,118.89,Royal Bank
2023-12-13,BNS.TO,54.48,Scotiabank
2023-12-13,TD.TO,74.4,TD Bank
2023-12-14,BMO.TO,113.5,BMO
2023-12-14,CM.TO,55.06,CIBC
2023-12-14,RY.TO,120.96,Royal Bank
2023-12-14,BNS.TO,55.44,Scotiabank
2023-12-14,TD.TO,75.98,TD Bank
2023-12-15,BMO.TO,112.92,BMO
2023-12-15,CM.TO,55.01,CIBC
2023-12-15,RY.TO,121.45,Royal Bank
2023-12-15,BNS.TO,54.4,Scotiabank
2023-12-15,TD.TO,75.24,TD Bank
2023-12-18,BMO.TO,114.91,BMO
2023-12-18,CM.TO,55.03,CIBC
2023-12-18,RY.TO,122.38,Royal Bank
2023-12-18,BNS.TO,54.75,Scotiabank
2023-12-18,TD.TO,74.77,TD Bank
2023-12-19,BMO.TO,116.97,BMO
2023-12-19,CM.TO,56.12,CIBC
2023-12-19,RY.TO,123.29,Royal Bank
2023-12-19,BNS.TO,55.28,Scotiabank
2023-12-19,TD.TO,76.23,TD Bank
2023-12-20,BMO.TO,116.27,BMO
2023-12-20,CM.TO,56.49,CIBC
2023-12-20,RY.TO,122.31,Royal Bank
2023-12-20,BNS.TO,54.72,Scotiabank
2023-12-20,TD.TO,75.09,TD Bank
2023-12-21,BMO.TO,117.87,BMO
2023-12-21,CM.TO,57.2,CIBC
2023-12-21,RY.TO,123.02,Royal Bank
2023-12-21,BNS.TO,55.22,Scotiabank
2023-12-21,TD.TO,76.33,TD Bank
2023-12-22,BMO.TO,118.83,BMO
2023-12-22,CM.TO,57.97,CIBC
2023-12-22,RY.TO,123.55,Royal Bank
2023-12-22,BNS.TO,55.57,Scotiabank
2023-12-22,TD.TO,76.68,TD Bank
2023-12-27,BMO.TO,119.99,BMO
2023-12-27,CM.TO,58.35,CIBC
2023-12-27,RY.TO,124.07,Royal Bank
2023-12-27,BNS.TO,56.08,Scotiabank
2023-12-27,TD.TO,77.11,TD Bank
2023-12-28,BMO.TO,119.26,BMO
2023-12-28,CM.TO,58.19,CIBC
2023-12-28,RY.TO,123.9,Royal Bank
2023-12-28,BNS.TO,56.37,Scotiabank
2023-12-28,TD.TO,76.79,TD Bank
2023-12-29,BMO.TO,119.65,BMO
2023-12-29,CM.TO,58.46,CIBC
2023-12-29,RY.TO,123.86,Royal Bank
2023-12-29,BNS.TO,56.61,Scotiabank
2023-12-29,TD.TO,77.13,TD Bank
2024-01-02,BMO.TO,119.08,BMO
2024-01-02,CM.TO,58.43,CIBC
2024-01-02,RY.TO,123.81,Royal Bank
2024-01-02,BNS.TO,56.51,Scotiabank
2024-01-02,TD.TO,77.19,TD Bank
2024-01-03,BMO.TO,118.12,BMO
2024-01-03,CM.TO,57.88,CIBC
2024-01-03,RY.TO,123.47,Royal Bank
2024-01-03,BNS.TO,55.96,Scotiabank
2024-01-03,TD.TO,76.54,TD Bank
2024-01-04,BMO.TO,118.26,BMO
2024-01-04,CM.TO,58.08,CIBC
2024-01-04,RY.TO,123.65,Royal Bank
2024-01-04,BNS.TO,56.29,Scotiabank
2024-01-04,TD.TO,77.15,TD Bank
2024-01-05,BMO.TO,119.02,BMO
2024-01-05,CM.TO,58.39,CIBC
2024-01-05,RY.TO,124.44,Royal Bank
2024-01-05,BNS.TO,56.58,Scotiabank
2024-01-05,TD.TO,77.54,TD Bank
2024-01-08,BMO.TO,120.19,BMO
2024-01-08,CM.TO,58.7,CIBC
2024-01-08,RY.TO,125.06,Royal Bank
2024-01-08,BNS.TO,57.27,Scotiabank
2024-01-08,TD.TO,78.27,TD Bank
2024-01-09,BMO.TO,118.5,BMO
2024-01-09,CM.TO,58.41,CIBC
2024-01-09,RY.TO,125.09,Royal Bank
2024-01-09,BNS.TO,56.77,Scotiabank
2024-01-09,TD.TO,75.72,TD Bank
2024-01-10,BMO.TO,116.58,BMO
2024-01-10,CM.TO,57.79,CIBC
2024-01-10,RY.TO,124.45,Royal Bank
2024-01-10,BNS.TO,56.75,Scotiabank
2024-01-10,TD.TO,74.65,TD Bank
2024-01-11,BMO.TO,115.75,BMO
2024-01-11,CM.TO,56.86,CIBC
2024-01-11,RY.TO,123.23,Royal Bank
2024-01-11,BNS.TO,55.98,Scotiabank
2024-01-11,TD.TO,73.65,TD Bank
2024-01-12,BMO.TO,115.38,BMO
2024-01-12,CM.TO,56.54,CIBC
2024-01-12,RY.TO,122.19,Royal Bank
2024-01-12,BNS.TO,56.13,Scotiabank
2024-01-12,TD.TO,73.37,TD Bank
2024-01-15,BMO.TO,116.13,BMO
2024-01-15,CM.TO,56.55,CIBC
2024-01-15,RY.TO,122.43,Royal Bank
2024-01-15,BNS.TO,56.16,Scotiabank
2024-01-15,TD.TO,74.27,TD Bank
2024-01-16,BMO.TO,116.31,BMO
2024-01-16,CM.TO,56.81,CIBC
2024-01-16,RY.TO,122.75,Royal Bank
2024-01-16,BNS.TO,55.9,Scotiabank
2024-01-16,TD.TO,73.32,TD Bank
2024-01-17,BMO.TO,115.31,BMO
2024-01-17,CM.TO,56.54,CIBC
2024-01-17,RY.TO,121.75,Royal Bank
2024-01-17,BNS.TO,55.3,Scotiabank
2024-01-17,TD.TO,72.81,TD Bank
2024-01-18,BMO.TO,115.37,BMO
2024-01-18,CM.TO,55.89,CIBC
2024-01-18,RY.TO,122.49,Royal Bank
2024-01-18,BNS.TO,54.71,Scotiabank
2024-01-18,TD.TO,73.1,TD Bank
2024-01-19,BMO.TO,117.5,BMO
2024-01-19,CM.TO,56.53,CIBC
2024-01-19,RY.TO,123.68,Royal Bank
2024-01-19,BNS.TO,55.34,Scotiabank
2024-01-19,TD.TO,73.99,TD Bank
2024-01-22,BMO.TO,118.07,BMO
2024-01-22,CM.TO,56.21,CIBC
2024-01-22,RY.TO,123.31,Royal Bank
2024-01-22,BNS.TO,55.14,Scotiabank
2024-01-22,TD.TO,74.51,TD Bank
2024-01-23,BMO.TO,117.45,BMO
2024-01-23,CM.TO,55.89,CIBC
2024-01-23,RY.TO,123.62,Royal Bank
2024-01-23,BNS.TO,54.56,Scotiabank
2024-01-23,TD.TO,74.35,TD Bank
2024-01-24,BMO.TO,118.67,BMO
2024-01-24,CM.TO,56.33,CIBC
2024-01-24,RY.TO,123.6,Royal Bank
2024-01-24,BNS.TO,55.03,Scotiabank
2024-01-24,TD.TO,75.01,TD Bank
2024-01-25,BMO.TO,118.9,BMO
2024-01-25,CM.TO,56.69,CIBC
2024-01-25,RY.TO,123.6,Royal Bank
2024-01-25,BNS.TO,55.2,Scotiabank
2024-01-25,TD.TO,75.22,TD Bank
2024-01-26,BMO.TO,118.83,BMO
2024-01-26,CM.TO,56.39,CIBC
2024-01-26,RY.TO,124.21,Royal Bank
2024-01-26,BNS.TO,55.66,Scotiabank
2024-01-26,TD.TO,74.95,TD Bank
2024-01-29,BMO.TO,119.15,BMO
2024-01-29,CM.TO,56.81,CIBC
2024-01-29,RY.TO,123.94,Royal Bank
2024-01-29,BNS.TO,55.97,Scotiabank
2024-01-29,TD.TO,75.46,TD Bank
2024-01-30,BMO.TO,118.6,BMO
2024-01-30,CM.TO,56.44,CIBC
2024-01-30,RY.TO,124.3,Royal Bank
2024-01-30,BNS.TO,56.11,Scotiabank
2024-01-30,TD.TO,75.46,TD Bank
2024-01-31,BMO.TO,116.93,BMO
2024-01-31,CM.TO,55.67,CIBC
2024-01-31,RY.TO,122.54,Royal Bank
2024-01-31,BNS.TO,56.1,Scotiabank
2024-01-31,TD.TO,74.44,TD Bank
2024-02-01,BMO.TO,116.35,BMO
2024-02-01,CM.TO,55.94,CIBC
2024-02-01,RY.TO,122.81,Royal Bank
2024-02-01,BNS.TO,56.6,Scotiabank
2024-02-01,TD.TO,73.89,TD Bank
2024-02-02,BMO.TO,116.15,BMO
2024-02-02,CM.TO,56.01,CIBC
2024-02-02,RY.TO,122.55,Royal Bank
2024-02-02,BNS.TO,56.31,Scotiabank
2024-02-02,TD.TO,73.92,TD Bank
2024-02-05,BMO.TO,115.29,BMO
2024-02-05,CM.TO,55.65,CIBC
2024-02-05,RY.TO,121.91,Royal Bank
2024-02-05,BNS.TO,55.85,Scotiabank
2024-02-05,TD.TO,73.03,TD Bank
2024-02-06,BMO.TO,114.62,BMO
2024-02-06,CM.TO,55.46,CIBC
2024-02-06,RY.TO,122.1,Royal Bank
2024-02-06,BNS.TO,56.19,Scotiabank
2024-02-06,TD.TO,73.53,TD Bank
2024-02-07,BMO.TO,114.1,BMO
2024-02-07,CM.TO,55.25,CIBC
2024-02-07,RY.TO,122.02,Royal Bank
2024-02-07,BNS.TO,55.8,Scotiabank
2024-02-07,TD.TO,72.72,TD Bank
2024-02-08,BMO.TO,114.16,BMO
2024-02-08,CM.TO,55.05,CIBC
2024-02-08,RY.TO,121.6,Royal Bank
2024-02-08,BNS.TO,55.06,Scotiabank
2024-02-08,TD.TO,72.46,TD Bank
2024-02-09,BMO.TO,115.1,BMO
2024-02-09,CM.TO,55.62,CIBC
2024-02-09,RY.TO,122.36,Royal Bank
2024-02-09,BNS.TO,56.45,Scotiabank
2024-02-09,TD.TO,72.81,TD Bank
2024-02-12,BMO.TO,116.51,BMO
2024-02-12,CM.TO,56.15,CIBC
2024-02-12,RY.TO,122.8,Royal Bank
2024-02-12,BNS.TO,56.91,Scotiabank
2024-02-12,TD.TO,72.82,TD Bank
2024-02-13,BMO.TO,113.51,BMO
2024-02-13,CM.TO,55.07,CIBC
2024-02-13,RY.TO,120.05,Royal Bank
2024-02-13,BNS.TO,56.07,Scotiabank
2024-02-13,TD.TO,71.64,TD Bank
2024-02-14,BMO.TO,115.74,BMO
2024-02-14,CM.TO,55.74,CIBC
2024-02-14,RY.TO,122.39,Royal Bank
2024-02-14,BNS.TO,56.55,Scotiabank
2024-02-14,TD.TO,72.44,TD Bank
2024-02-15,BMO.TO,117.56,BMO
2024-02-15,CM.TO,56.4,CIBC
2024-02-15,RY.TO,123.23,Royal Bank
2024-02-15,BNS.TO,56.77,Scotiabank
2024-02-15,TD.TO,73.37,TD Bank
2024-02-16,BMO.TO,117.29,BMO
2024-02-16,CM.TO,56.75,CIBC
2024-02-16,RY.TO,123.23,Royal Bank
2024-02-16,BNS.TO,56.98,Scotiabank
2024-02-16,TD.TO,73.71,TD Bank
2024-02-20,BMO.TO,118.11,BMO
2024-02-20,CM.TO,57.56,CIBC
2024-02-20,RY.TO,123.8,Royal Bank
